Model Name,Estimator Class,ModelType,Full Class Path,Primary Key,Part_2,Part_3,Part_4,Part_5,Hyperparameters
LarsCV,<class 'sklearn.linear_model._least_angle.LarsCV'>,regressor,<class 'sklearn.linear_model._least_angle.LarsCV'>,sklearn.linear_model._least_angle.LarsCV,linear_model,_least_angle,LarsCV,,"['copy_X', 'cv', 'eps', 'fit_intercept', 'max_iter', 'max_n_alphas', 'n_jobs', 'normalize', 'precompute', 'verbose']"
Lasso,<class 'sklearn.linear_model._coordinate_descent.Lasso'>,regressor,<class 'sklearn.linear_model._coordinate_descent.Lasso'>,sklearn.linear_model._coordinate_descent.Lasso,linear_model,_coordinate_descent,Lasso,,"['alpha', 'copy_X', 'fit_intercept', 'max_iter', 'normalize', 'positive', 'precompute', 'random_state', 'selection', 'tol', 'warm_start']"
LassoCV,<class 'sklearn.linear_model._coordinate_descent.LassoCV'>,regressor,<class 'sklearn.linear_model._coordinate_descent.LassoCV'>,sklearn.linear_model._coordinate_descent.LassoCV,linear_model,_coordinate_descent,LassoCV,,"['alphas', 'copy_X', 'cv', 'eps', 'fit_intercept', 'max_iter', 'n_alphas', 'n_jobs', 'normalize', 'positive', 'precompute', 'random_state', 'selection', 'tol', 'verbose']"
LassoLars,<class 'sklearn.linear_model._least_angle.LassoLars'>,regressor,<class 'sklearn.linear_model._least_angle.LassoLars'>,sklearn.linear_model._least_angle.LassoLars,linear_model,_least_angle,LassoLars,,"['alpha', 'copy_X', 'eps', 'fit_intercept', 'fit_path', 'jitter', 'max_iter', 'normalize', 'positive', 'precompute', 'random_state', 'verbose']"
LassoLarsCV,<class 'sklearn.linear_model._least_angle.LassoLarsCV'>,regressor,<class 'sklearn.linear_model._least_angle.LassoLarsCV'>,sklearn.linear_model._least_angle.LassoLarsCV,linear_model,_least_angle,LassoLarsCV,,"['copy_X', 'cv', 'eps', 'fit_intercept', 'max_iter', 'max_n_alphas', 'n_jobs', 'normalize', 'positive', 'precompute', 'verbose']"
LassoLarsIC,<class 'sklearn.linear_model._least_angle.LassoLarsIC'>,regressor,<class 'sklearn.linear_model._least_angle.LassoLarsIC'>,sklearn.linear_model._least_angle.LassoLarsIC,linear_model,_least_angle,LassoLarsIC,,"['copy_X', 'criterion', 'eps', 'fit_intercept', 'max_iter', 'noise_variance', 'normalize', 'positive', 'precompute', 'verbose']"
LinearRegression,<class 'sklearn.linear_model._base.LinearRegression'>,regressor,<class 'sklearn.linear_model._base.LinearRegression'>,sklearn.linear_model._base.LinearRegression,linear_model,_base,LinearRegression,,"['copy_X', 'fit_intercept', 'n_jobs', 'normalize', 'positive']"
LinearSVR,<class 'sklearn.svm._classes.LinearSVR'>,regressor,<class 'sklearn.svm._classes.LinearSVR'>,sklearn.svm._classes.LinearSVR,svm,_classes,LinearSVR,,"['C', 'dual', 'epsilon', 'fit_intercept', 'intercept_scaling', 'loss', 'max_iter', 'random_state', 'tol', 'verbose']"
MLPRegressor,<class 'sklearn.neural_network._multilayer_perceptron.MLPRegressor'>,regressor,<class 'sklearn.neural_network._multilayer_perceptron.MLPRegressor'>,sklearn.neural_network._multilayer_perceptron.MLPRegressor,neural_network,_multilayer_perceptron,MLPRegressor,,"['activation', 'alpha', 'batch_size', 'beta_1', 'beta_2', 'early_stopping', 'epsilon', 'hidden_layer_sizes', 'learning_rate', 'learning_rate_init', 'max_fun', 'max_iter', 'momentum', 'n_iter_no_change', 'nesterovs_momentum', 'power_t', 'random_state', 'shuffle', 'solver', 'tol', 'validation_fraction', 'verbose', 'warm_start']"
MultiOutputRegressor,<class 'sklearn.multioutput.MultiOutputRegressor'>,regressor,<class 'sklearn.multioutput.MultiOutputRegressor'>,sklearn.multioutput.MultiOutputRegressor,multioutput,MultiOutputRegressor,,,
MultiTaskElasticNet,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNet'>,regressor,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNet'>,sklearn.linear_model._coordinate_descent.MultiTaskElasticNet,linear_model,_coordinate_descent,MultiTaskElasticNet,,"['alpha', 'copy_X', 'fit_intercept', 'l1_ratio', 'max_iter', 'normalize', 'random_state', 'selection', 'tol', 'warm_start']"
MultiTaskElasticNetCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNetCV'>,regressor,<class 'sklearn.linear_model._coordinate_descent.MultiTaskElasticNetCV'>,sklearn.linear_model._coordinate_descent.MultiTaskElasticNetCV,linear_model,_coordinate_descent,MultiTaskElasticNetCV,,"['alphas', 'copy_X', 'cv', 'eps', 'fit_intercept', 'l1_ratio', 'max_iter', 'n_alphas', 'n_jobs', 'normalize', 'random_state', 'selection', 'tol', 'verbose']"
MultiTaskLasso,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLasso'>,regressor,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLasso'>,sklearn.linear_model._coordinate_descent.MultiTaskLasso,linear_model,_coordinate_descent,MultiTaskLasso,,"['alpha', 'copy_X', 'fit_intercept', 'max_iter', 'normalize', 'random_state', 'selection', 'tol', 'warm_start']"
MultiTaskLassoCV,<class 'sklearn.linear_model._coordinate_descent.MultiTaskLassoCV'>,regressor,<class 'sklearn.svm._classes.NuSVR'>,sklearn.svm._classes.NuSVR,svm,_classes,NuSVR,,"['C', 'cache_size', 'coef0', 'degree', 'gamma', 'kernel', 'max_iter', 'nu', 'shrinking', 'tol', 'verbose']"
NuSVR,<class 'sklearn.svm._classes.NuSVR'>,regressor,<class 'sklearn.linear_model._omp.OrthogonalMatchingPursuit'>,sklearn.linear_model._omp.OrthogonalMatchingPursuit,linear_model,_omp,OrthogonalMatchingPursuit,,"['fit_intercept', 'n_nonzero_coefs', 'normalize', 'precompute', 'tol']"
OrthogonalMatchingPursuit,<class 'sklearn.linear_model._omp.OrthogonalMatchingPursuit'>,,,,,,,,
OrthogonalMatchingPursuitCV,<class 'sklearn.linear_model._omp.OrthogonalMatchingPursuitCV'>,regressor,<class 'sklearn.linear_model._omp.OrthogonalMatchingPursuitCV'>,sklearn.linear_model._omp.OrthogonalMatchingPursuitCV,linear_model,_omp,OrthogonalMatchingPursuitCV,,"['copy', 'cv', 'fit_intercept', 'max_iter', 'n_jobs', 'normalize', 'verbose']"
PLSCanonical,<class 'sklearn.cross_decomposition._pls.PLSCanonical'>,regressor,<class 'sklearn.cross_decomposition._pls.PLSCanonical'>,sklearn.cross_decomposition._pls.PLSCanonical,cross_decomposition,_pls,PLSCanonical,,"['algorithm', 'copy', 'max_iter', 'n_components', 'scale', 'tol']"
PLSRegression,<class 'sklearn.cross_decomposition._pls.PLSRegression'>,regressor,<class 'sklearn.cross_decomposition._pls.PLSRegression'>,sklearn.cross_decomposition._pls.PLSRegression,cross_decomposition,_pls,PLSRegression,,"['copy', 'max_iter', 'n_components', 'scale', 'tol']"
PassiveAggressiveRegressor,<class 'sklearn.linear_model._passive_aggressive.PassiveAggressiveRegressor'>,regressor,<class 'sklearn.linear_model._passive_aggressive.PassiveAggressiveRegressor'>,sklearn.linear_model._passive_aggressive.PassiveAggressiveRegressor,linear_model,_passive_aggressive,PassiveAggressiveRegressor,,"['C', 'average', 'early_stopping', 'epsilon', 'fit_intercept', 'loss', 'max_iter', 'n_iter_no_change', 'random_state', 'shuffle', 'tol', 'validation_fraction', 'verbose', 'warm_start']"
PoissonRegressor,<class 'sklearn.linear_model._glm.glm.PoissonRegressor'>,regressor,<class 'sklearn.linear_model._glm.glm.PoissonRegressor'>,sklearn.linear_model._glm.glm.PoissonRegressor,linear_model,_glm,glm,PoissonRegressor,"['alpha', 'fit_intercept', 'max_iter', 'tol', 'verbose', 'warm_start']"
QuantileRegressor,<class 'sklearn.linear_model._quantile.QuantileRegressor'>,regressor,<class 'sklearn.linear_model._quantile.QuantileRegressor'>,sklearn.linear_model._quantile.QuantileRegressor,linear_model,_quantile,QuantileRegressor,,"['alpha', 'fit_intercept', 'quantile', 'solver', 'solver_options']"
RANSACRegressor,<class 'sklearn.linear_model._ransac.RANSACRegressor'>,regressor,<class 'sklearn.linear_model._ransac.RANSACRegressor'>,sklearn.linear_model._ransac.RANSACRegressor,linear_model,_ransac,RANSACRegressor,,"['base_estimator', 'estimator', 'is_data_valid', 'is_model_valid', 'loss', 'max_skips', 'max_trials', 'min_samples', 'random_state', 'residual_threshold', 'stop_n_inliers', 'stop_probability', 'stop_score']"
RadiusNeighborsRegressor,<class 'sklearn.neighbors._regression.RadiusNeighborsRegressor'>,regressor,<class 'sklearn.neighbors._regression.RadiusNeighborsRegressor'>,sklearn.neighbors._regression.RadiusNeighborsRegressor,neighbors,_regression,RadiusNeighborsRegressor,,"['algorithm', 'leaf_size', 'metric', 'metric_params', 'n_jobs', 'p', 'radius', 'weights']"
RandomForestRegressor,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,regressor,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,sklearn.ensemble._forest.RandomForestRegressor,ensemble,_forest,RandomForestRegressor,,"['bootstrap', 'ccp_alpha', 'criterion', 'max_depth', 'max_features', 'max_leaf_nodes', 'max_samples', 'min_impurity_decrease', 'min_samples_leaf', 'min_samples_split', 'min_weight_fraction_leaf', 'n_estimators', 'n_jobs', 'oob_score', 'random_state', 'verbose', 'warm_start']"
RegressorChain,<class 'sklearn.multioutput.RegressorChain'>,regressor,<class 'sklearn.multioutput.RegressorChain'>,sklearn.multioutput.RegressorChain,multioutput,RegressorChain,,,
Ridge,<class 'sklearn.linear_model._ridge.Ridge'>,regressor,<class 'sklearn.linear_model._ridge.Ridge'>,sklearn.linear_model._ridge.Ridge,linear_model,_ridge,Ridge,,"['alpha', 'copy_X', 'fit_intercept', 'max_iter', 'normalize', 'positive', 'random_state', 'solver', 'tol']"
RidgeCV,<class 'sklearn.linear_model._ridge.RidgeCV'>,regressor,<class 'sklearn.linear_model._ridge.RidgeCV'>,sklearn.linear_model._ridge.RidgeCV,linear_model,_ridge,RidgeCV,,"['alpha_per_target', 'alphas', 'cv', 'fit_intercept', 'gcv_mode', 'normalize', 'scoring', 'store_cv_values']"
SGDRegressor,<class 'sklearn.linear_model._stochastic_gradient.SGDRegressor'>,regressor,<class 'sklearn.linear_model._stochastic_gradient.SGDRegressor'>,sklearn.linear_model._stochastic_gradient.SGDRegressor,linear_model,_stochastic_gradient,SGDRegressor,,"['alpha', 'average', 'early_stopping', 'epsilon', 'eta0', 'fit_intercept', 'l1_ratio', 'learning_rate', 'loss', 'max_iter', 'n_iter_no_change', 'penalty', 'power_t', 'random_state', 'shuffle', 'tol', 'validation_fraction', 'verbose', 'warm_start']"
SVR,<class 'sklearn.svm._classes.SVR'>,regressor,<class 'sklearn.svm._classes.SVR'>,sklearn.svm._classes.SVR,svm,_classes,SVR,,"['C', 'cache_size', 'coef0', 'degree', 'epsilon', 'gamma', 'kernel', 'max_iter', 'shrinking', 'tol', 'verbose']"
StackingRegressor,<class 'sklearn.ensemble._stacking.StackingRegressor'>,regressor,<class 'sklearn.ensemble._stacking.StackingRegressor'>,sklearn.ensemble._stacking.StackingRegressor,ensemble,_stacking,StackingRegressor,,
TheilSenRegressor,<class 'sklearn.linear_model._theil_sen.TheilSenRegressor'>,regressor,<class 'sklearn.linear_model._theil_sen.TheilSenRegressor'>,sklearn.linear_model._theil_sen.TheilSenRegressor,linear_model,_theil_sen,TheilSenRegressor,,"['copy_X', 'fit_intercept', 'max_iter', 'max_subpopulation', 'n_jobs', 'n_subsamples', 'random_state', 'tol', 'verbose']"
TransformedTargetRegressor,<class 'sklearn.compose._target.TransformedTargetRegressor'>,regressor,<class 'sklearn.compose._target.TransformedTargetRegressor'>,sklearn.compose._target.TransformedTargetRegressor,compose,_target,TransformedTargetRegressor,,"['check_inverse', 'func', 'inverse_func', 'regressor', 'transformer']"
TweedieRegressor,<class 'sklearn.linear_model._glm.glm.TweedieRegressor'>,regressor,<class 'sklearn.linear_model._glm.glm.TweedieRegressor'>,sklearn.linear_model._glm.glm.TweedieRegressor,linear_model,_glm,glm,TweedieRegressor,"['alpha', 'fit_intercept', 'link', 'max_iter', 'power', 'tol', 'verbose', 'warm_start']"
VotingRegressor,<class 'sklearn.ensemble._voting.VotingRegressor'>,regressor,<class 'sklearn.ensemble._voting.VotingRegressor'>,sklearn.ensemble._voting.VotingRegressor,ensemble,_voting,VotingRegressor,,
AffinityPropagation,<class 'sklearn.cluster._affinity_propagation.AffinityPropagation'>,cluster,<class 'sklearn.cluster._affinity_propagation.AffinityPropagation'>,sklearn.cluster._affinity_propagation.AffinityPropagation,cluster,_affinity_propagation,AffinityPropagation,,"['affinity', 'convergence_iter', 'copy', 'damping', 'max_iter', 'preference', 'random_state', 'verbose']"
AgglomerativeClustering,<class 'sklearn.cluster._agglomerative.AgglomerativeClustering'>,cluster,<class 'sklearn.cluster._agglomerative.AgglomerativeClustering'>,sklearn.cluster._agglomerative.AgglomerativeClustering,cluster,_agglomerative,AgglomerativeClustering,,"['affinity', 'compute_distances', 'compute_full_tree', 'connectivity', 'distance_threshold', 'linkage', 'memory', 'n_clusters']"
Birch,<class 'sklearn.cluster._birch.Birch'>,cluster,<class 'sklearn.cluster._birch.Birch'>,sklearn.cluster._birch.Birch,cluster,_birch,Birch,,"['branching_factor', 'compute_labels', 'copy', 'n_clusters', 'threshold']"
BisectingKMeans,<class 'sklearn.cluster._bisect_k_means.BisectingKMeans'>,cluster,<class 'sklearn.cluster._bisect_k_means.BisectingKMeans'>,sklearn.cluster._bisect_k_means.BisectingKMeans,cluster,_bisect_k_means,BisectingKMeans,,"['algorithm', 'bisecting_strategy', 'copy_x', 'init', 'max_iter', 'n_clusters', 'n_init', 'random_state', 'tol', 'verbose']"
DBSCAN,<class 'sklearn.cluster._dbscan.DBSCAN'>,cluster,<class 'sklearn.cluster._dbscan.DBSCAN'>,sklearn.cluster._dbscan.DBSCAN,cluster,_dbscan,DBSCAN,,"['algorithm', 'eps', 'leaf_size', 'metric', 'metric_params', 'min_samples', 'n_jobs', 'p']"
FeatureAgglomeration,<class 'sklearn.cluster._agglomerative.FeatureAgglomeration'>,cluster,<class 'sklearn.cluster._agglomerative.FeatureAgglomeration'>,sklearn.cluster._agglomerative.FeatureAgglomeration,cluster,_agglomerative,FeatureAgglomeration,,"['affinity', 'compute_distances', 'compute_full_tree', 'connectivity', 'distance_threshold', 'linkage', 'memory', 'n_clusters', 'pooling_func']"
HDBSCAN,<class 'sklearn.cluster._hdbscan.hdbscan.HDBSCAN'>,cluster,<class 'sklearn.cluster._hdbscan.hdbscan.HDBSCAN'>,sklearn.cluster._hdbscan.hdbscan.HDBSCAN,cluster,_hdbscan,hdbscan,HDBSCAN,
KMeans,<class 'sklearn.cluster._kmeans.KMeans'>,cluster,<class 'sklearn.cluster._kmeans.KMeans'>,sklearn.cluster._kmeans.KMeans,cluster,_kmeans,KMeans,,"['algorithm', 'copy_x', 'init', 'max_iter', 'n_clusters', 'n_init', 'random_state', 'tol', 'verbose']"
MeanShift,<class 'sklearn.cluster._mean_shift.MeanShift'>,cluster,<class 'sklearn.cluster._mean_shift.MeanShift'>,sklearn.cluster._mean_shift.MeanShift,cluster,_mean_shift,MeanShift,,"['bandwidth', 'bin_seeding', 'cluster_all', 'max_iter', 'min_bin_freq', 'n_jobs', 'seeds']"
MiniBatchKMeans,<class 'sklearn.cluster._kmeans.MiniBatchKMeans'>,cluster,<class 'sklearn.cluster._kmeans.MiniBatchKMeans'>,sklearn.cluster._kmeans.MiniBatchKMeans,cluster,_kmeans,MiniBatchKMeans,,"['batch_size', 'compute_labels', 'init', 'init_size', 'max_iter', 'max_no_improvement', 'n_clusters', 'n_init', 'random_state', 'reassignment_ratio', 'tol', 'verbose']"
OPTICS,<class 'sklearn.cluster._optics.OPTICS'>,cluster,<class 'sklearn.cluster._optics.OPTICS'>,sklearn.cluster._optics.OPTICS,cluster,_optics,OPTICS,,"['algorithm', 'cluster_method', 'eps', 'leaf_size', 'max_eps', 'memory', 'metric', 'metric_params', 'min_cluster_size', 'min_samples', 'n_jobs', 'p', 'predecessor_correction', 'xi']"
SpectralClustering,<class 'sklearn.cluster._spectral.SpectralClustering'>,cluster,<class 'sklearn.cluster._spectral.SpectralClustering'>,sklearn.cluster._spectral.SpectralClustering,cluster,_spectral,SpectralClustering,,"['affinity', 'assign_labels', 'coef0', 'degree', 'eigen_solver', 'eigen_tol', 'gamma', 'kernel_params', 'n_clusters', 'n_components', 'n_init', 'n_jobs', 'n_neighbors', 'random_state', 'verbose']"
AdditiveChi2Sampler,<class 'sklearn.kernel_approximation.AdditiveChi2Sampler'>,transformer,<class 'sklearn.kernel_approximation.AdditiveChi2Sampler'>,sklearn.kernel_approximation.AdditiveChi2Sampler,kernel_approximation,AdditiveChi2Sampler,,,"['sample_interval', 'sample_steps']"
BernoulliRBM,<class 'sklearn.neural_network._rbm.BernoulliRBM'>,transformer,<class 'sklearn.neural_network._rbm.BernoulliRBM'>,sklearn.neural_network._rbm.BernoulliRBM,neural_network,_rbm,BernoulliRBM,,"['batch_size', 'learning_rate', 'n_components', 'n_iter', 'random_state', 'verbose']"
Binarizer,<class 'sklearn.preprocessing._data.Binarizer'>,transformer,<class 'sklearn.preprocessing._data.Binarizer'>,sklearn.preprocessing._data.Binarizer,preprocessing,_data,Binarizer,,"['copy', 'threshold']"
ColumnTransformer,<class 'sklearn.compose._column_transformer.ColumnTransformer'>,transformer,<class 'sklearn.compose._column_transformer.ColumnTransformer'>,sklearn.compose._column_transformer.ColumnTransformer,compose,_column_transformer,ColumnTransformer,,
DictVectorizer,<class 'sklearn.feature_extraction._dict_vectorizer.DictVectorizer'>,transformer,<class 'sklearn.feature_extraction._dict_vectorizer.DictVectorizer'>,sklearn.feature_extraction._dict_vectorizer.DictVectorizer,feature_extraction,_dict_vectorizer,DictVectorizer,,"['dtype', 'separator', 'sort', 'sparse']"
DictionaryLearning,<class 'sklearn.decomposition._dict_learning.DictionaryLearning'>,transformer,<class 'sklearn.decomposition._dict_learning.DictionaryLearning'>,sklearn.decomposition._dict_learning.DictionaryLearning,decomposition,_dict_learning,DictionaryLearning,,"['alpha', 'code_init', 'dict_init', 'fit_algorithm', 'max_iter', 'n_components', 'n_jobs', 'positive_code', 'positive_dict', 'random_state', 'split_sign', 'tol', 'transform_algorithm', 'transform_alpha', 'transform_max_iter', 'transform_n_nonzero_coefs', 'verbose']"
FactorAnalysis,<class 'sklearn.decomposition._factor_analysis.FactorAnalysis'>,transformer,<class 'sklearn.decomposition._factor_analysis.FactorAnalysis'>,sklearn.decomposition._factor_analysis.FactorAnalysis,decomposition,_factor_analysis,FactorAnalysis,,"['copy', 'iterated_power', 'max_iter', 'n_components', 'noise_variance_init', 'random_state', 'rotation', 'svd_method', 'tol']"
FastICA,<class 'sklearn.decomposition._fastica.FastICA'>,transformer,<class 'sklearn.decomposition._fastica.FastICA'>,sklearn.decomposition._fastica.FastICA,decomposition,_fastica,FastICA,,"['algorithm', 'fun', 'fun_args', 'max_iter', 'n_components', 'random_state', 'tol', 'w_init', 'whiten']"
FeatureHasher,<class 'sklearn.feature_extraction._hash.FeatureHasher'>,transformer,<class 'sklearn.feature_extraction._hash.FeatureHasher'>,sklearn.feature_extraction._hash.FeatureHasher,feature_extraction,_hash,FeatureHasher,,"['alternate_sign', 'dtype', 'input_type', 'n_features']"
FeatureUnion,<class 'sklearn.pipeline.FeatureUnion'>,transformer,<class 'sklearn.pipeline.FeatureUnion'>,sklearn.pipeline.FeatureUnion,pipeline,FeatureUnion,,,
FunctionTransformer,<class 'sklearn.preprocessing._function_transformer.FunctionTransformer'>,transformer,<class 'sklearn.preprocessing._function_transformer.FunctionTransformer'>,sklearn.preprocessing._function_transformer.FunctionTransformer,preprocessing,_function_transformer,FunctionTransformer,,"['accept_sparse', 'check_inverse', 'feature_names_out', 'func', 'inv_kw_args', 'inverse_func', 'kw_args', 'validate']"
GaussianRandomProjection,<class 'sklearn.random_projection.GaussianRandomProjection'>,transformer,<class 'sklearn.random_projection.GaussianRandomProjection'>,sklearn.random_projection.GaussianRandomProjection,random_projection,GaussianRandomProjection,,,"['compute_inverse_components', 'eps', 'n_components', 'random_state']"
GenericUnivariateSelect,<class 'sklearn.feature_selection._univariate_selection.GenericUnivariateSelect'>,transformer,<class 'sklearn.feature_selection._univariate_selection.GenericUnivariateSelect'>,sklearn.feature_selection._univariate_selection.GenericUnivariateSelect,feature_selection,_univariate_selection,GenericUnivariateSelect,,"['mode', 'param', 'score_func']"
HashingVectorizer,<class 'sklearn.feature_extraction.text.HashingVectorizer'>,transformer,<class 'sklearn.feature_extraction.text.HashingVectorizer'>,sklearn.feature_extraction.text.HashingVectorizer,feature_extraction,text,HashingVectorizer,,"['alternate_sign', 'analyzer', 'binary', 'decode_error', 'dtype', 'encoding', 'input', 'lowercase', 'n_features', 'ngram_range', 'norm', 'preprocessor', 'stop_words', 'strip_accents', 'token_pattern', 'tokenizer']"
IncrementalPCA,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,transformer,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,sklearn.decomposition._incremental_pca.IncrementalPCA,decomposition,_incremental_pca,IncrementalPCA,,"['batch_size', 'copy', 'n_components', 'whiten']"
Isomap,<class 'sklearn.manifold._isomap.Isomap'>,transformer,<class 'sklearn.manifold._isomap.Isomap'>,sklearn.manifold._isomap.Isomap,manifold,_isomap,Isomap,,"['eigen_solver', 'max_iter', 'metric', 'metric_params', 'n_components', 'n_jobs', 'n_neighbors', 'neighbors_algorithm', 'p', 'path_method', 'radius', 'tol']"
KBinsDiscretizer,<class 'sklearn.preprocessing._discretization.KBinsDiscretizer'>,transformer,<class 'sklearn.preprocessing._discretization.KBinsDiscretizer'>,sklearn.preprocessing._discretization.KBinsDiscretizer,preprocessing,_discretization,KBinsDiscretizer,,"['dtype', 'encode', 'n_bins', 'random_state', 'strategy', 'subsample']"
KNNImputer,<class 'sklearn.impute._knn.KNNImputer'>,transformer,<class 'sklearn.impute._knn.KNNImputer'>,sklearn.impute._knn.KNNImputer,impute,_knn,KNNImputer,,"['add_indicator', 'copy', 'metric', 'missing_values', 'n_neighbors', 'weights']"
KNeighborsTransformer,<class 'sklearn.neighbors._graph.KNeighborsTransformer'>,transformer,<class 'sklearn.neighbors._graph.KNeighborsTransformer'>,sklearn.neighbors._graph.KNeighborsTransformer,neighbors,_graph,KNeighborsTransformer,,"['algorithm', 'leaf_size', 'metric', 'metric_params', 'mode', 'n_jobs', 'n_neighbors', 'p']"
KernelCenterer,<class 'sklearn.preprocessing._data.KernelCenterer'>,transformer,<class 'sklearn.preprocessing._data.KernelCenterer'>,sklearn.preprocessing._data.KernelCenterer,preprocessing,_data,KernelCenterer,,[]
KernelPCA,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,transformer,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,sklearn.decomposition._kernel_pca.KernelPCA,decomposition,_kernel_pca,KernelPCA,,"['alpha', 'coef0', 'copy_X', 'degree', 'eigen_solver', 'fit_inverse_transform', 'gamma', 'iterated_power', 'kernel', 'kernel_params', 'max_iter', 'n_components', 'n_jobs', 'random_state', 'remove_zero_eig', 'tol']"
LabelBinarizer,<class 'sklearn.preprocessing._label.LabelBinarizer'>,transformer,<class 'sklearn.preprocessing._label.LabelBinarizer'>,sklearn.preprocessing._label.LabelBinarizer,preprocessing,_label,LabelBinarizer,,"['neg_label', 'pos_label', 'sparse_output']"
LabelEncoder,<class 'sklearn.preprocessing._label.LabelEncoder'>,transformer,<class 'sklearn.preprocessing._label.LabelEncoder'>,sklearn.preprocessing._label.LabelEncoder,preprocessing,_label,LabelEncoder,,[]
